1.000000000000000000e+00,1.208497467041015661e+01,4.000000000000000000e+00,2.140701723070901252e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.128547363281250071e+01,3.000000000000000000e+00,2.190607737561061086e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.120988082885742188e+01,3.000000000000000000e+00,2.173145518659245923e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.107983093261718821e+01,3.000000000000000000e+00,2.166939737413186862e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.112917556762695348e+01,3.000000000000000000e+00,2.165287993731407212e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.122676620483398402e+01,3.000000000000000000e+00,2.185615210324464996e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.128632659912109304e+01,3.000000000000000000e+00,2.142338616342849633e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.122827606201171946e+01,3.000000000000000000e+00,2.130687668151738734e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.135479888916015589e+01,3.000000000000000000e+00,2.113214201935096170e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.124093017578124964e+01,3.000000000000000000e+00,2.104311630099724795e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.119679107666015661e+01,3.000000000000000000e+00,2.143793041645282216e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.132651214599609446e+01,3.000000000000000000e+00,2.147482643001092129e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.118457870483398509e+01,3.000000000000000000e+00,2.125394303991664202e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.123659515380859375e+01,3.000000000000000000e+00,2.140587535571889433e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.121349258422851491e+01,3.000000000000000000e+00,2.143211868047401936e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.100966567993163991e+01,3.000000000000000000e+00,2.138130931665448742e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.126066589355468750e+01,3.000000000000000000e+00,2.145794772750016577e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.101003265380859375e+01,3.000000000000000000e+00,2.130138195421436365e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.123608169555664027e+01,3.000000000000000000e+00,2.117898792844766831e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.133154907226562536e+01,3.000000000000000000e+00,2.118022793736136578e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.144492340087890625e+01,3.000000000000000000e+00,2.158063995255176692e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.122197799682617259e+01,3.000000000000000000e+00,2.150015859978997312e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.105714874267578196e+01,3.000000000000000000e+00,2.150781405125093571e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.165952453613281214e+01,4.000000000000000000e+00,2.124961421088280034e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.133392791748046946e+01,3.000000000000000000e+00,2.187091455582313415e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.122963867187499964e+01,3.000000000000000000e+00,2.175126267526703572e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.121620483398437429e+01,3.000000000000000000e+00,2.162662626806098132e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.134312133789062571e+01,3.000000000000000000e+00,2.165687659148255761e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.106216888427734446e+01,3.000000000000000000e+00,2.161448745311978570e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.140772476196289098e+01,3.000000000000000000e+00,2.159608455935992311e+01,1.000000000000000000e+00
